DENOMINAÇÃO,MORADA,CONCELHO,DISTRITO,FORMA JURÍDICA,ANO REGISTO,NIPC
Centro Social Paroquial de Horta do Douro,Freguesia de Horta do Douro,"Vila Nova de
Foz Coa",Guarda,"Centro Social
Paroquial",1999,504618172
Irmandade de Nossa Senhora do Viso,Venida da Escola,"Vila Nova de
Foz Coa",Guarda,Associação,2000,503243680
Centro de Apoio Social e Cultural de Numão,"Rua Direita, n.º 11","Vila Nova de
Foz Coa",Guarda,Associação,2001,504665235
Centro Social de Castelo Melhor,Lugar e Freguesia de Castelo Melhor,"Vila Nova de
Foz Coa",Guarda,Associação,2004,506738752
AVSTOUÇA - Associação de Voluntariado em Saúde de Touça,"Avª. da Liberdade, nº 4","Vila Nova de
Foz Coa",Guarda,Associação,2013,509295622
Associação de Solidariedade Social do Arieiro,"Rua Principal, N.º 55, Arieiro",Alcobaça,Leiria,Associação,1996,503757918
Associação de Bem Estar e Ocupação de Tempos Livres de Pataias,"Rua Nossa Senhora da Vitória, n.º
122 Pataias",Alcobaça,Leiria,Associação,1985,501596437
Associação de Bem-Estar e Tempos Livres da Martingança,Lugar de Martingança,Alcobaça,Leiria,Associação,1991,502117516
"Associação de Promoção Social Cultural e Desportiva dos Casais da
Vestiaria.","Rua da Piedade, Nº. 40 - a - Casais
da Vestiária",Alcobaça,Leiria,Associação,1992,501099808
Associação de Solidariedade Social a Quinta do Olival dos Frades,"Ataíja de Cima, Rua do Lagar dos
Frades, Nº. 52",Alcobaça,Leiria,Associação,1995,503173720
BARAFUNDA - Associação Juvenil de Cultura e Solidariedade Social,"R. Joaquim Augusto Carvalho,22",Alcobaça,Leiria,Associação,1997,502421533
Casa da Família - Associação de Solidariedade Social do Acipreste,"Rua de S. José, n.º 17 - Acipreste",Alcobaça,Leiria,Associação,1996,503353183
"CEERIA - Centro de Educação Especial, Reabilitação e Integração de
Alcobaça","Rua do Castelo, n.º 152",Alcobaça,Leiria,Associação,1988,501120890
Centro Social Paroquial do Barrio,Barrio,Alcobaça,Leiria,"Centro Social
Paroquial",1992,501064591
Centro de Bem-Estar Infantil,"Avenida dos Combatentes, n.º 1",Alcobaça,Leiria,"Instituto de
Organização
Religiosa",1984,500852294
Centro de Bem Estar Social da Freguesia de Coz,"Rua das Barrias, n.º 65",Alcobaça,Leiria,Associação,1991,502443006
Centro de Bem Estar Social da Freguesia de Montes,Lugar de Montes,Alcobaça,Leiria,Associação,1992,502566191
Centro Cénico e de Bem Estar Social da Cela,"Rua do Centro Cénico, n.º 2, 3 e 4 -
Cela",Alcobaça,Leiria,Associação,1981,501179690
Centro Paroquial de Assistência de Nossa Senhora D'Ajuda,"Rua da Piedade, s/n",Alcobaça,Leiria,"Centro Social
Paroquial",1984,500876266
Centro Social Paroquial de Benedita,"Rua Nossa Senhora de Encarnação,
n.º 9",Alcobaça,Leiria,"Centro Social
Paroquial",1984,500852545
Centro Social Paroquial de Alfeizerão,Alfeizerao,Alcobaça,Leiria,"Centro Social
Paroquial",1984,501090584
Centro Social Paroquial de Turquel,"Rua das Eiras, n.º 10- Alcobaça",Alcobaça,Leiria,"Centro Social
Paroquial",1984,500876819
Fundação Vida Nova,"Rua Doutor Afonso Lopes Vieira, 42",Alcobaça,Leiria,"Instituto de
Organização
Religiosa",1998,503196711
Fundação Manuel Francisco Clérigo,S.Martinho do Porto,Alcobaça,Leiria,Fundação,1982,500885729
Fundação Maria Oliveira,Rua de Olivença,Alcobaça,Leiria,Fundação,1984,500850607
Fundação Rafael Serralheiro,Benedita,Alcobaça,Leiria,Fundação,1991,502316861
Santa Casa da Misericordia da Freguesia de Alfeizerão,Vila de Alfeizerão,Alcobaça,Leiria,Misericórdia,1998,503848794
Santa Casa da Misericórdia da Benedita,Rua Padre dr. Fernando Maurício,Alcobaça,Leiria,Misericórdia,1995,503085545
Irmandade da Santa Casa da Misericórdia de Aljubarrota,Aljubarrota,Alcobaça,Leiria,Misericórdia,1983,501700501
Santa Casa da Misericórdia do Vimeiro,Vimeiro,Alcobaça,Leiria,Misericórdia,1993,502946164
Centro de Bem Estar Social de Maiorga,"Rua da Ribeira, n.º 10",Alcobaça,Leiria,Associação,1990,501202099
Santa Casa da Misericórdia de Alcobaça,Alcobaça,Alcobaça,Leiria,Misericórdia,2000,501904123
Associação de Bem Estar Social e Recreativa de Alpedriz,Freguesia de Alpedriz,Alcobaça,Leiria,Associação,2002,500859418
Associação de Bem Estar Social Desportiva e Recreativa de Mendalvo,Lugar Mendalvo - Bárrio,Alcobaça,Leiria,Associação,2007,501645101
"Universidade Sénior de Benedita - Associação de Desenvolvimento
Comunitário","Rua do Mercado, Sala 1",Alcobaça,Leiria,Associação,2008,508304202
CSE - Centro Social de Évora de Alcobaça,"Rua Profª Mª Espeirito Santo
Rodrigues Figeuriedo",Alcobaça,Leiria,Associação,2011,509317928
Centro de Assistência Paroquial de Pataias,"Rua Comendador Joaquim Matias,
n.º 18 - Alva",Alcobaça,Leiria,"Centro Social
Paroquial",2016,501140107
Centro Social Paroquial de S. Martinho do Porto (CPSMP),"Rua da Liberdade, n.º 11",Alcobaça,Leiria,"Centro Social
Paroquial",2017,510427790
Associação Solidariedade Social de Almoster - ASA,"Vale de Couda - Freguesia de
Almoster",Alvaiázere,Leiria,Associação,1998,973912219
Associação Casa do Povo de Maçãs de Dona Maria,"Rua Dr.º Fernado Pimentel de Abreu,
n.º 17",Alvaiázere,Leiria,Associação,1996,500954860
Centro Cultural Recreativo e Social da Freguesia de Pussos,"Rua dos Templários, n.º 52 -
Cabaços",Alvaiázere,Leiria,Associação,1998,501858512
Centro Paroquial de Solidariedade Social Alvaiázere,Alvaiazere,Alvaiázere,Leiria,"Centro Social
Paroquial",1984,502438118
Santa Casa da Misericórdia de Alvaiázere,"Rua Professor José Maria Castelão,
n.º 9",Alvaiázere,Leiria,Misericórdia,1983,500868506
"ASCRA - Associação Social, Cultural e Recreativa de Almoster","Rua da Igreja, n.º 16 - Almoster",Alvaiázere,Leiria,Associação,2000,503766151
"Associação Social, Cultural, Recreativa e Desportiva de Maçãs de D. Maria","Rua Manuel Ferreira da Costa, n.º
6/8",Alvaiázere,Leiria,Associação,2003,500770867
Associação da Casa do Povo de Alvaiázere,"Rua Prof. José Augusto Martins
Rangel, n.º 17",Alvaiázere,Leiria,Associação,2009,500919925
Centro de Bem Estar Social,Chao de Couce,Ansião,Leiria,"Centro Social
Paroquial",1985,500851131
Centro de Juventude de Ansião,Freguesia de Ansião,Ansião,Leiria,"Instituto de
Organização
Religiosa",1995,502620447
Centro Social Paroquial de São Tiago da Guarda,São Tiago da Guarda,Ansião,Leiria,"Centro Social
Paroquial",1996,501834613
Fundação D. Fernanda Marques,Chão de Couce,Ansião,Leiria,Fundação,1990,502445858
Fundação Nossa Senhora da Guia de Avelar,Avelar - Apartado 23,Ansião,Leiria,Fundação,1982,500122245
Santa Casa da Misericórdia de Alvorge,Freguesia de Alvorge,Ansião,Leiria,Misericórdia,1985,501115862
Santa Casa da Misericórdia de Ansião,Ansião,Ansião,Leiria,Misericórdia,1994,501854991
Centro de Amizade e Animação Social de Santiago da Guarda,"Lugar e Freguesia de Santiago da
Guarda",Ansião,Leiria,Associação,1999,501518959
Irmandade da Santa Casa da Misericórdia da Batalha,Rua da Misericórdia,Batalha,Leiria,Misericórdia,1987,501932488
Associação de Propaganda e Defesa da Região da Batalha,Batalha,Batalha,Leiria,Associação,2002,501166610
Junta da Acção Social da Paróquia da Batalha,"Rua da Cerca Conventual, n.º 183",Batalha,Leiria,Fundação,2016,501109510
Centro Paroquial de Assistência,"Rua Padre José Vieira de Oliveira,
n.º 280",Batalha,Leiria,Fundação,2017,501132848
Centro Social e Cultural da Paróquia de São Mamede,"Travessa da Areeira, n.º 150, São
Mamede",Batalha,Leiria,Fundação,2017,502289198
Associação de Acção Social do Carvalhal,Carvalhal,Bombarral,Leiria,Associação,1988,501705880
Centro Social Paroquial do Bombarral,Freguesia do Bombarral,Bombarral,Leiria,"Centro Social
Paroquial",1996,501403850
Associação de Solidariedade Social do Pó,"Rua João Afonso do Pó, n.º 19",Bombarral,Leiria,Associação,2000,504750143
Santa Casa da Misericórdia do Bombarral,"Av. Inocência Cairel Simão -
Bombarral",Bombarral,Leiria,Misericórdia,2000,504536370
Associação de Solidariedade Social de Baraçais,"Lugar do Baraçais, freguesia de
Roliça, Bombarral",Bombarral,Leiria,Associação,2010,506319768
Associação de Desenvolvimento Social da Freguesia de Alvorninha,"R. Antonio Filipe, Lugar e Freg. de
Alvorninha,","Caldas da
Rainha",Leiria,Associação,1997,503189120
Associação Solidariedade Social da Foz do Arelho,Foz do Arelho - Caldas da Rainha,"Caldas da
Rainha",Leiria,Associação,1998,502663448
Associação de Surdos do Oeste,"Rua Provedor Frei Jorge de São
Paulo","Caldas da
Rainha",Leiria,Associação,1995,502778318
Centro de Desenvolvimento Comunitário do Landal - CDCL,"Estrada da Fontinha, n.º 1 - Rostos","Caldas da
Rainha",Leiria,Associação,1997,503903361
Centro Social Cultural e Recreativo Rainha D. Leonor,Caldas da Raínha,"Caldas da
Rainha",Leiria,Associação,1981,501399046
Centro Social Paroquial de Caldas da Rainha,"Freguesia de Nossa Senhora do
Populo","Caldas da
Rainha",Leiria,"Centro Social
Paroquial",1986,500876878
Centro Social Paroquial de Santa Catarina,"Estrada Nacional 360, 12 - Santa
Catarina","Caldas da
Rainha",Leiria,"Centro Social
Paroquial",1982,501330755
Centro Social Paroquial de Nossa Senhora da Piedade de Vidais,Vidais,"Caldas da
Rainha",Leiria,"Centro Social
Paroquial",1989,502129719
Santa Casa de Misericórdia de Caldas da Rainha,"Avenida D, Manuel Figueira da
Câmara","Caldas da
Rainha",Leiria,Misericórdia,1982,500876673
Associação para o Jardim Infantil de Salir de Matos,Lugar e Freguesia de Salir de Matos,"Caldas da
Rainha",Leiria,Associação,1999,500878684
Centro Social Paroquial de Nossa Senhora das Marcês de Carvalhal Benfeito,Carvalhal Benfeito,"Caldas da
Rainha",Leiria,"Centro Social
Paroquial",2000,504933264
Associação Canguru - Para Uma Mentalidade Não Tóxica,"Rua Manuel Mafra, nº. 33 - 2º. Dtº.","Caldas da
Rainha",Leiria,Associação,2000,504352512
Associação Social e Cultural Paradense,"Rua da Associação, n.º 1 - Chão da
Parada","Caldas da
Rainha",Leiria,Associação,2003,501269630
Associação de Desenvolvimento Social de Salir do Porto,"Largo do Cemitério, 1 -Freguesia de
Salir do Porto","Caldas da
Rainha",Leiria,Associação,2004,505825341
Centro de Apoio Social da Freguesia de São Gregório,Lugar e Freguesia de São Gregório,"Caldas da
Rainha",Leiria,Associação,2004,506188531
Centro de Apoio Social do Nadadouro,Rua da Avé-Maria - Nadadouro,"Caldas da
Rainha",Leiria,Associação,2005,506718530
Fonte Santa - Centro Social da Serra do Bouro,"Estrada do Arrife, n.º 15, no Lugar do
Casal Celão","Caldas da
Rainha",Leiria,Associação,2006,507428382
"Partilha, Ajuda Solidária do Oeste","Largo da Estatção, Armazém da
REFER","Caldas da
Rainha",Leiria,Associação,2006,507506014
Instituto Maria da Conceição Saraiva - I.M.C.S. (Fundação),"Rua 1915, N.º 14 - 1º Frt.","Caldas da
Rainha",Leiria,Fundação,2010,507941985
Associação de Desenvolvimento Social da Freguesia de Coto,"Rua da Lage, n.º 65 - Coto - Caldas
da Rainha","Caldas da
Rainha",Leiria,Associação,2011,505343312
Centro Paroquial de Solidariedade Social da Freguesia de Coentral,Coentral,"Castanheira de
Pera",Leiria,"Centro Social
Paroquial",1981,501218998
Centro Paroquial de Solidariedade Social de Castanheira de Pera,Castanheira de Pera,"Castanheira de
Pera",Leiria,"Centro Social
Paroquial",1983,501218564
Santa Casa da Misericórdia de Castanheira de Pêra,Castanheira de Pera,"Castanheira de
Pera",Leiria,Misericórdia,1989,501163140
Comissão de Melhoramentos da Freguesia de Aguda,Freguesia da Aguda,"Figueiró dos
Vinhos",Leiria,Associação,1994,501538330
Comissão de Melhoramentos e Apoio Social da Freguesia da Arega,Freguesia da Arega,"Figueiró dos
Vinhos",Leiria,Associação,1995,501739238
Santa Casa da Misericórdia de Figueiró dos Vinhos,Figueiró dos Vinhos,"Figueiró dos
Vinhos",Leiria,Misericórdia,1988,501712836
Comissão de Melhoramentos da Freguesia de Bairradas,"Casal de Santo António, freguesia de
Bairradas","Figueiró dos
Vinhos",Leiria,Associação,2000,502294213
Academia Cultural e Social de Maceira,"Rua da Academia, n.º 10",Leiria,Leiria,Associação,1997,503760803
"ADESBA - Associação Desenvolvimento e Bem Estar Social da Freguesia da
Barreira","R.de S.Silvestre, 655 Lugar de
Marvila,Fg.Barreira",Leiria,Leiria,Associação,1999,504202340
Apifa - Associação de Apoio a Idosos e Crianças Nossa Senhora de Fátima,"Rua da Aldeia, n.º 2 - Coucinheira",Leiria,Leiria,Associação,1998,503671649
ASSISTE - Associação Solidariedade Social das Cortes,Lugar e Freguesia de Cortes,Leiria,Leiria,Associação,1998,503923176
Associação de Melhoramentos e Bem Estar Social de Santa Eufémia,"Avº.Nossa Senhora da Conceição,
265",Leiria,Leiria,Associação,1998,503617628
Associação de Bem Estar de Parceiros,"Rua Cabeço da Rola, n.º 167 - Meia-
Légua",Leiria,Leiria,Associação,1995,503306916
Associação de Melhoramento e Bem Estar da Memória,"Largo Nossa Senhora de Memória -
Leiria",Leiria,Leiria,Associação,1995,502301740
Associação de Promoção Social de Chaínça,"Largo de Santa Quitéria, n.º 19",Leiria,Leiria,Associação,1985,500969191
AMITEI - Associação de Solidariedade Social de Marrazes,"Rua Joaquim Soares Cêa Simões, nº
43",Leiria,Leiria,Associação,1990,500990972
Associação Humanitária da Barosa,"Rua da Fé, n.º 25 - Moinhos da
Barosa",Leiria,Leiria,Associação,1995,503545864
Associação Lar Emanuel,"Rua Nossa Senhora do Amparo,
Lote 1- Marrazes",Leiria,Leiria,Associação,1990,502528915
CASBI-Centro de Convívio e Apoio Social Bidoeirense,"Edifíc. Junta Freguesia, R.Comércio,
Bidoeira Cima",Leiria,Leiria,Associação,1996,503853020
Centro de Convívio da 3 Idade da Freguesia de Leiria,"Rua Henrique Sommer, n.º 12 R/C
Esq.º",Leiria,Leiria,Associação,1990,502749342
Centro Social Cultural da Paróquia do Souto da Carpalhosa,Souto da Carpalhosa,Leiria,Leiria,"Centro Social
Paroquial",1984,501502807
Centro Social da Bajouca,Bajouca,Leiria,Leiria,Associação,1992,502185163
Centro Social Paroquial Nossa Senhora da Piedade,"Rua da Escola, n.º 1",Leiria,Leiria,"Centro Social
Paroquial",1995,503025054
Centro Social Paroquial da Caranguejeira,Caranguejeira,Leiria,Leiria,"Centro Social
Paroquial",1990,502276525
Centro Social Paroquial de Regueira de Pontes,Freguesia de Regueira - Leiria,Leiria,Leiria,"Centro Social
Paroquial",1996,503250767
Centro Social Paroquial de Santa Catarina da Serra,"Rua de Santa Catarina, n.º 35",Leiria,Leiria,"Centro Social
Paroquial",1992,502309393
Creche e Jardim de Infância da Sismaria o Pinóquio,"Rua da Serrada - Bairro das
Almoinhas",Leiria,Leiria,Associação,1988,500867879
Cáritas Diocesana de Leiria,"Largo Padre Carvalho Seminário
Diocesano",Leiria,Leiria,"Instituto de
Organização
Religiosa",1983,501091327
Instituto de Solidariedade Social dos Milagres,"Rua do Centro, n.º 20 - Milagres",Leiria,Leiria,Associação,1998,504160427
"Junta Diocesana de Leiria da Associação Católica Internacional ao Serviço
da Juventude Feminina","Rua Fernão de Magalhães, Nº. 1",Leiria,Leiria,Associação,1986,500998329
Lar de Santa Margarida do Arrabal,Arrabal,Leiria,Leiria,"Instituto de
Organização
Religiosa",1982,501073639
Lar Evangélico Nova Esperança,"Bairro da Pocariça, Nº. 28",Leiria,Leiria,Associação,1995,503617369
Lar Social do Arrabal,Rua D. Dinis - Arrabal,Leiria,Leiria,Associação,1982,501242600
OASIS - Organização de Apoio e Solidariedade para a Integração Social,"Rua do Oásis, n.º 1",Leiria,Leiria,Associação,1991,502491400
Os Malmequeres - Associação,"Rua Casal Cego, n.º 175 - Marrazes",Leiria,Leiria,Associação,1990,502335378
"PRÓ - REAL Associação para o Desenvolvimento da Freguesia de Monte
Real","Rua da Carregueira, n.º 15",Leiria,Leiria,Associação,1995,502787244
SAMVIPAZ - Associação de Solidariedade Social,"Rua Professora Margarida
Fernandes Carvalho,n.º61",Leiria,Leiria,Associação,1996,503497649
Santa Casa da Misericórdia de Leiria - Hospital Dom Manuel de Aguiar,Leiria,Leiria,Leiria,Misericórdia,1982,500848963
Associação de Marrazes para a Infância e Terceira Idade - AMITI,Na Junta de Freguesia de Marrazes,Leiria,Leiria,Associação,1981,
Provilei - Associação de Solidariedade Social,"Rua Coronel Sampaio, Nº. 12 - 2º.
Esqº.",Leiria,Leiria,Associação,1990,502157836
Associação de Desenvolvimento e Apoio Social da Freguesia do Coimbrão,Lugar e Freguesia do Coimbrão,Leiria,Leiria,Associação,1999,504214438
Centro Social da Casa do Povo de Amor,"Rua do Centro de Dia, n.º 50",Leiria,Leiria,Associação,1999,501261800
Associação Humanitária Os Amigos de Colmeias,"Rua da Achada, n.º 870, Lugar de
Eira-Velha",Leiria,Leiria,Associação,2000,502550589
Centro Social Baptista de Leiria,"Rua José Pedro Dias Júnior, Lote 19",Leiria,Leiria,Associação,2001,504868853
Centro de Bem Estar Infantil de Monte Real,R. do Parque - Monte Real - Leiria,Leiria,Leiria,Associação,2001,501120912
Associação para o Desenvolvimento Social da Loureira,Lugar de Loureira,Leiria,Leiria,Associação,2002,504156560
Casa - Centro de Apoio Social de Azóia,"Rua de Santa Catarina , n.º 726",Leiria,Leiria,Associação,2002,504694324
Associação de Solidariedade Académico de Leiria,Leiria,Leiria,Leiria,Associação,2002,501195890
Associação de Solidariedade Social e Cultural da Boa Vista de Leiria,"Rua da Chã, n.º 170",Leiria,Leiria,Associação,2002,505040263
VIDA PLENA - Associação de Solidariedade Social de Leiria,"Rua Cardal, n.º 222,Touria - Pousos",Leiria,Leiria,Associação,2003,506425347
Associação de Apoio a Famílias Carenciadas de Leiria - Fátima,"Estrada Principal, Largo da Escola
Primária",Leiria,Leiria,Associação,2005,506537510
APPC - Leiria - Associação Portuguesa de Paralisia Cerebral de Leiria,"Rua Verde Pinho lote 1, nº. 201,207
e 213, r/c",Leiria,Leiria,Associação,2005,506636666
Liga Social e Cultural Campos do Lis,"Rua Professor José Pires da
Fonseca, n.º 5",Leiria,Leiria,Associação,2005,501510192
"CENSOCAR - Associação Para Apoio Social e Desenvolvimento da
Freguesia da Carreira","R.Princip.Lº.30 de
Junho,Edif.JuntaFreg.nº.909,r/c",Leiria,Leiria,Associação,2008,506231984
"Associação Portuguesa para as Perturbações do Desenvolvimento e
Autismo de Leiria (APPDA-L)","Rua D. José Alves Correia da Silva,
28- A",Leiria,Leiria,Associação,2009,509232582
Colina do Castelo - Associação de Solidariedade Social de Leiria,"Bairro de S. Francisco, N.º 9 - R/C",Leiria,Leiria,Associação,2010,509618588
Páginas de Música - Associação de Solidariedade e Apoio Social,"R. Machado Santos, 11 - 1º C",Leiria,Leiria,Associação,2013,510200079
União Distrital das Instituições Particulares de Solidariedade Social de Leiria,"Rua Camilo Santos Barata, 3",Leiria,Leiria,Associação,2013,509930298
"Berço da Partilha - Associação Intergeracional, para a Defesa dos Valores
da Família","Rua Nossa Senhora de Fátima, n.º
67",Leiria,Leiria,Associação,2015,510226990
Centro Socoal Paroquial Paulo VI,Sé de Leiria - Largo Cónego Maia,Leiria,Leiria,"Centro Social
Paroquial",2016,500835187
Fraternidade da Ordem Franciscana Secular de Leiria,"Rua Carolina Ferreira Ribeiro, n.º1",Leiria,Leiria,Fundação,2016,501594469
Centro de Assistência Paroquial de Carvide,"Rua dos Loureiros, n.º 96",Leiria,Leiria,Fundação,2017,501083642
Associação de Defesa e Apoio da Vida - Leiria,"Largo do Salgueiro Maia,Edifício
Mercado Municipal",Leiria,Leiria,Associação,2017,507162552
Centro Social Paroquial de Pousos,Estrada Casal dos Matos - Pousos,Leiria,Leiria,Fundação,2017,501408363
Associação Crescer e Crer,"Avenida 1.º Maio, n.º 99",Marinha Grande,Leiria,Associação,1991,510278493
Associação de Promoção Social,"Rua Actor Álvaro n.º 9 - Vieira de
Leiria",Marinha Grande,Leiria,Associação,1983,501103287
Centro Social Paroquial de Vieira de Leiria,Vieira de Leiria,Marinha Grande,Leiria,"Centro Social
Paroquial",1988,501931724
Santa Casa da Misericórdia da Marinha Grande,Marinha Grande,Marinha Grande,Leiria,Misericórdia,1983,500892113
"ADESER II - Associação para o Desenvolvimento Económico e Social da
Região de Marinha Grande, IPSS",Rua Machado dos Santos nº. 1 - 1º.,Marinha Grande,Leiria,Associação,2002,505933870
"APPACDM da Marinha Grande - Associação Portuguesa de Pais e Amigos
do Cidadão Deficiente Mental","Rua Professor Bento de Jesus
Caraça, n.º 239",Marinha Grande,Leiria,Associação,2002,504646796
"Associação Social, Cultural e Desportiva de Casal Galego",Casal Galego -Marinha Grande,Marinha Grande,Leiria,Associação,2004,501540563
S. Silvestre - Associação de Solidariedade Social da Moita,"Rua 1.º de Dezembro, 30",Marinha Grande,Leiria,Associação,2006,506617939
Associação Vivasolidário - Instituição Particular de Solidariedade Social,Amieira,Marinha Grande,Leiria,Associação,2011,509474454
Associação Novo Olhar ll,"Avenida 1º de Maio, nº. 108,
traseiras",Marinha Grande,Leiria,Associação,2013,510280013
Centro Social de Valado de Frades,"Rua Carlos O'Neill n.º 18 - Valado
dos Frades",Nazaré,Leiria,"Instituto de
Organização
Religiosa",1985,500851352
Confraria de Nossa Senhora da Nazaré,Largo de Nossa Senhora da Nazaré,Nazaré,Leiria,Associação,1985,500745960
Associação Dadores Benévolos Sangue Concelho da Nazaré ADBSCN,"Junta de Freguesia de Valado dos
Frades",Nazaré,Leiria,Associação,1986,501651870
Centro Social da Freguesia de Famalicão,Rua Elisa Maria Santos,Nazaré,Leiria,Associação,2000,504492900
Associação de Desenvolvimento Social da Freguesia de A dos Negros,"Estrada da Fonte Santa, n.º 2",Óbidos,Leiria,Associação,1995,503235091
"Centro Social, Cultural e Recreativo da Amoreira",Lugar e Freguesia da Amoreira,Óbidos,Leiria,Associação,1983,501279407
Centro Social e Cultural para o Desenvolvimento de Olho Marinho,"Beco do Ferreiro, n.º 10",Óbidos,Leiria,Associação,1996,503626449
Associação o Socorro Gaeirense,"Rua Fonte do Gato, 12",Óbidos,Leiria,Associação,2000,504073931
Santa Casa da Misericórdia de Óbidos,Largo Dr. João Lourenço S/N,Óbidos,Leiria,Misericórdia,2000,500848580
Centro de Apoio Social e Cultural de Usseira,Lugar e freguesia de Usseira,Óbidos,Leiria,Associação,2004,506027287
Centro de Apoio Social do Vau,"Rua 1º de Maio, N.º 28",Óbidos,Leiria,Associação,2009,508937256
Santa Casa da Misericórdia de Pedrógão Grande,Pedrógão Grande,"Pedrógão
Grande",Leiria,Misericórdia,1984,501292250
APSERRA - Associação para Séniores de Serra D'El-Rei,"Largo Padre José Cândido da Costa
Leal, n.º 3",Peniche,Leiria,Associação,1990,502188910
Associação para o Jardim Infantil de Ferrel,"Rua do Jardim Infantil, nº. 1 - Ferrel",Peniche,Leiria,Associação,1999,501170014
Centro Paroquial Bem-Estar Social de Atouguia da Baleia,"Rua Victor Almeida Baltazar , n.º 19",Peniche,Leiria,"Centro Social
Paroquial",1986,500061181
Centro Social da Bufarda,"Rua Direita, n.º 23",Peniche,Leiria,Associação,1995,503172561
Centro Social Paroquial de Peniche,Peniche,Peniche,Leiria,"Centro Social
Paroquial",1984,501129880
Jardim de Infância Serra de El-Rei,Serra d' El-Rei,Peniche,Leiria,Associação,1987,500876770
Santa Casa da Misericórdia de Peniche,Peniche,Peniche,Leiria,Misericórdia,1984,501249664
Centro Solidariedade e Cultura de Peniche,Rua D. Luís de Ataíde nº. 54,Peniche,Leiria,"Centro Social
Paroquial",2000,504627678
Associação de Solidariedade Social de Ferrel,Ferrel - Peniche,Peniche,Leiria,Associação,2000,504567802
Associação Juvenil de Peniche,"Rua Dr. João Matos Bilhau , n.º 28",Peniche,Leiria,Associação,2001,502647264
"Associação Mão Amiga do Lugar da Estrada, Consolação, Casal Moínho,
Casal da Vala",Avª. da Praia,Peniche,Leiria,Associação,2011,509269168
"Centro de Solidariedade Social, Convívio e Cultura de Geraldes","Rua Frei João da Santissima
Trindade, n.º 38",Peniche,Leiria,Associação,2016,501932429
"Espaço Sénior São Leonardo, Associação Social de Atouguia da Baleia","Rua 19 de Maio, n.º 1",Peniche,Leiria,Associação,2017,514014989
APEPI - Associação Pais e Educadores para Infância,Largo do Arnado,Pombal,Leiria,Associação,1982,501430997
Associação Centro Social de S. Pedro,Rua do Valinho,Pombal,Leiria,Associação,1995,503697907
Associação de Bem Estar para a Terceira Idade de Santiago de Litém,Lugar de Santiago de Litém,Pombal,Leiria,Associação,1997,503747270
"Associação de Promoção Social, Cultural, Recreativa e Desportiva da Guia","Rua Fonte do Cabecinho, n.º 2",Pombal,Leiria,Associação,1992,501357041
Centro Paroquial de Solidariedade Social de Pombal,Freguesia de Pombal,Pombal,Leiria,"Centro Social
Paroquial",1983,501519386
Centro Paroquial de Solidariedade Social da Paróquia de Mata Mourisca,"Largo da Igreja , SN - Mata Mourisca",Pombal,Leiria,"Centro Social
Paroquial",1983,501242511
Centro Social Júlio Antunes,"Rua do Centro Social, n.º 6",Pombal,Leiria,Associação,1996,503471011
Centro Social Paroquial da Ilha,"Rua da Pré Primária, n.º 2",Pombal,Leiria,"Centro Social
Paroquial",1996,502725982
Centro Social Paroquial de Almagreira,"Rua dos Serviços Sociais, n.º 8",Pombal,Leiria,"Centro Social
Paroquial",1996,503510041
Centro Social Paroquial de São Simão de Litém,S.Simão de Litem,Pombal,Leiria,"Centro Social
Paroquial",1982,501252860
Santa Casa da Misericórdia de Pombal,"Rua Dr. Rocha Quaresma, 24 R\c",Pombal,Leiria,Misericórdia,1989,500848769
Irmandade da Misericórdia da Redinha,Redinha,Pombal,Leiria,Misericórdia,1986,501644415
Santa Casa da Misericórdia de Louriçal,Louriçal,Pombal,Leiria,Misericórdia,1994,501409629
Lar da Felicidade - Associação de Solidariedade Social,"Rua Nova, n.º 1",Pombal,Leiria,Associação,1999,503313408
"OPTAR-As.Cocelhia de Promoção Hábitos de Vida Saudável de Prevenção
das Toxicodependências","(provisoria) Quinta Nova - Pelariga -
Pombal",Pombal,Leiria,Associação,1999,503676187
Centro Social do Carriço,"Rua do Centro Social, n.º 46 -
Carriço",Pombal,Leiria,Associação,2000,504519344
"Associação de Pensionistas, Reformados e Aposentados de Pombal -
APRAP","Rua da Fonte Nova, n.º 36",Pombal,Leiria,Associação,2000,504406167
"Associação Sócio-Cultural Recreativa Educativa da Cumieira e
Circunvizinhas","Rua Principal, n.º 3 - Cumieira",Pombal,Leiria,Associação,2000,503071625
Centro Social Paroquial de Pelariga,Rua Augusta s/n,Pombal,Leiria,"Centro Social
Paroquial",2001,505389983
Centro Social de Vila Cã,"Rua Manuel Francisco Freixeira,n.º
17 - Vila Cã",Pombal,Leiria,Associação,2001,504206621
Centro Social de Carnide,"Travessa da Fonte, n.º 4 - Pombal -
leiria",Pombal,Leiria,Associação,2002,505471515
Centro Social Paroquial Maris Stella da Guia,Freg. da Guia - Pombal,Pombal,Leiria,"Centro Social
Paroquial",2005,506218058
"Associação de Solidariedade Social e Melhoramentos do Travasso e
Circunvizinhos",Travasso - Pombal,Pombal,Leiria,Associação,2005,501268103
Associação Portuguesa de Portadores de Pacemaker e Cdis,"Rua do Louriçal - Ed. Manuel
Henriques,23 - 1º.",Pombal,Leiria,Associação,2006,505064324
"Associação de Promoção Social, Desportiva, Recreativa e Cultural da Moita
do Boi","Moita do Boi, Freguesia do Louriçal",Pombal,Leiria,Associação,2006,501368116
